,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,TenureByAge,CreditScoreByAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
8768,761,62,5,98854.34,1,0,0,86920.97,1,0.08064516129032258,12.274193548387096,0,1,0,0,1
4207,656,37,7,112291.34,1,1,0,153157.97,0,0.1891891891891892,17.72972972972973,1,0,0,0,1
3218,663,36,10,0.0,2,1,0,136349.55,0,0.2777777777777778,18.416666666666668,1,0,0,0,1
1391,775,38,4,125212.65,2,1,1,15795.88,1,0.10526315789473684,20.394736842105264,0,1,0,1,0
3975,535,49,3,0.0,1,0,0,61820.41,1,0.061224489795918366,10.918367346938776,1,0,0,1,0
4316,850,44,7,89118.26,1,1,0,104240.77,1,0.1590909090909091,19.318181818181817,0,0,1,0,1
7959,556,40,8,0.0,2,1,0,62112.7,0,0.2,13.9,1,0,0,1,0
7344,762,28,2,0.0,2,1,0,167909.52,0,0.07142857142857142,27.214285714285715,1,0,0,0,1
7448,691,36,7,129934.64,1,0,0,75664.56,1,0.19444444444444445,19.194444444444443,0,0,1,0,1
83,506,34,4,90307.62,1,1,1,159235.29,0,0.11764705882352941,14.882352941176471,1,0,0,1,0
873,561,28,7,0.0,2,1,0,7797.01,0,0.25,20.035714285714285,1,0,0,0,1
9605,736,29,9,0.0,2,0,0,176152.7,0,0.3103448275862069,25.379310344827587,1,0,0,1,0
7635,516,29,2,104982.57,1,1,0,157378.5,0,0.06896551724137931,17.79310344827586,1,0,0,1,0
4557,658,37,3,168735.74,2,0,0,70370.24,0,0.08108108108108109,17.783783783783782,0,1,0,0,1
4500,771,32,9,77487.2,1,0,0,33143.04,0,0.28125,24.09375,0,1,0,0,1
4647,781,28,4,0.0,2,1,0,177703.15,0,0.14285714285714285,27.892857142857142,1,0,0,1,0
2038,621,47,0,0.0,1,1,1,133831.37,1,0.0,13.212765957446809,1,0,0,0,1
9694,581,25,5,77886.53,2,1,0,150319.49,0,0.2,23.24,1,0,0,0,1
6909,666,43,5,0.0,2,1,0,29346.1,0,0.11627906976744186,15.488372093023257,0,0,1,0,1
2450,589,46,10,107238.85,2,1,0,37024.28,0,0.21739130434782608,12.804347826086957,1,0,0,1,0
3954,729,34,9,132121.71,1,0,1,105409.31,0,0.2647058823529412,21.441176470588236,1,0,0,1,0
2329,850,35,3,162442.35,1,1,0,183566.78,0,0.08571428571428572,24.285714285714285,1,0,0,0,1
9124,608,37,5,146093.39,2,0,0,160593.41,0,0.13513513513513514,16.43243243243243,1,0,0,0,1
7044,678,26,3,0.0,2,1,0,4989.33,0,0.11538461538461539,26.076923076923077,1,0,0,0,1
5042,850,33,3,0.0,2,1,1,11159.19,0,0.09090909090909091,25.757575757575758,1,0,0,1,0
9364,607,49,9,119960.29,2,1,0,103068.22,0,0.1836734693877551,12.387755102040817,1,0,0,1,0
4746,757,32,9,0.0,2,1,0,115950.96,0,0.28125,23.65625,1,0,0,0,1
9367,629,40,9,137409.19,1,1,0,175877.7,1,0.225,15.725,1,0,0,1,0
9402,810,69,3,27288.43,1,1,1,110509.9,0,0.043478260869565216,11.73913043478261,0,1,0,0,1
6491,687,30,6,0.0,2,0,0,179206.92,0,0.2,22.9,1,0,0,1,0
6637,850,36,3,0.0,2,1,0,195033.07,0,0.08333333333333333,23.61111111111111,1,0,0,0,1
7225,781,35,7,92526.15,2,1,1,173837.54,0,0.2,22.314285714285713,0,1,0,0,1
2401,630,30,3,0.0,2,0,1,10486.69,0,0.1,21.0,0,0,1,0,1
5520,570,61,6,142105.35,1,1,1,45214.04,0,0.09836065573770492,9.344262295081966,1,0,0,1,0
1216,572,33,5,0.0,1,0,1,41139.05,0,0.15151515151515152,17.333333333333332,1,0,0,0,1
8695,775,31,9,0.0,2,1,0,169278.51,0,0.2903225806451613,25.0,1,0,0,0,1
6020,609,35,2,147900.43,1,1,0,140000.29,0,0.05714285714285714,17.4,1,0,0,1,0
6865,736,26,0,84587.9,1,0,1,188037.76,0,0.0,28.307692307692307,0,1,0,1,0
1064,723,20,4,0.0,2,1,1,140385.33,0,0.2,36.15,1,0,0,1,0
3786,710,41,9,149155.53,2,1,0,42131.26,1,0.21951219512195122,17.317073170731707,0,1,0,1,0
4410,503,42,9,153279.39,1,1,1,151336.96,0,0.21428571428571427,11.976190476190476,0,1,0,0,1
6859,733,38,3,157658.36,1,0,0,19658.43,0,0.07894736842105263,19.289473684210527,1,0,0,1,0
6760,661,41,5,0.0,1,0,1,88279.6,0,0.12195121951219512,16.121951219512194,1,0,0,0,1
5523,717,35,4,0.0,1,1,1,167573.06,0,0.11428571428571428,20.485714285714284,1,0,0,0,1
5996,638,62,4,108716.59,2,1,1,74241.09,0,0.06451612903225806,10.290322580645162,0,1,0,0,1
8833,594,50,7,81310.34,1,1,1,183868.01,0,0.14,11.88,1,0,0,0,1
5888,443,54,3,138547.97,1,1,1,70196.23,1,0.05555555555555555,8.203703703703704,1,0,0,1,0
2161,561,32,6,166824.59,1,1,0,139451.98,0,0.1875,17.53125,0,1,0,0,1
3008,779,62,10,119096.55,1,0,1,116977.89,0,0.16129032258064516,12.564516129032258,1,0,0,0,1
1105,514,46,3,106511.85,1,1,0,55072.32,0,0.06521739130434782,11.173913043478262,1,0,0,1,0
6654,608,30,8,85859.76,1,0,0,142730.27,0,0.26666666666666666,20.266666666666666,1,0,0,1,0
692,745,36,8,145071.24,1,0,0,6078.46,0,0.2222222222222222,20.694444444444443,0,1,0,0,1
9957,633,25,1,0.0,1,1,0,100598.98,0,0.04,25.32,1,0,0,0,1
4956,660,33,2,80462.24,1,0,0,150422.35,0,0.06060606060606061,20.0,0,0,1,0,1
6597,558,32,5,73494.21,1,0,0,136301.1,0,0.15625,17.4375,1,0,0,0,1
8480,456,29,5,107000.49,1,1,1,153419.62,0,0.1724137931034483,15.724137931034482,1,0,0,0,1
4369,662,22,2,126362.57,2,1,1,97382.8,0,0.09090909090909091,30.09090909090909,1,0,0,1,0
2765,667,36,9,0.0,2,1,1,40062.29,0,0.25,18.52777777777778,1,0,0,0,1
3929,646,36,6,144773.29,2,1,0,53217.3,0,0.16666666666666666,17.944444444444443,0,1,0,1,0
7134,522,41,5,144147.68,1,1,1,14789.9,0,0.12195121951219512,12.731707317073171,1,0,0,0,1
8735,728,30,10,114835.43,1,0,1,37662.49,0,0.3333333333333333,24.266666666666666,1,0,0,0,1
7530,711,52,8,145262.54,1,0,1,131473.31,0,0.15384615384615385,13.673076923076923,0,1,0,1,0
7528,578,46,5,113226.47,1,1,0,56770.76,0,0.10869565217391304,12.565217391304348,1,0,0,0,1
628,649,47,1,0.0,2,1,1,145593.85,0,0.02127659574468085,13.808510638297872,1,0,0,0,1
2451,555,24,5,0.0,2,1,0,27513.47,0,0.20833333333333334,23.125,1,0,0,0,1
6239,613,47,6,146034.74,1,1,1,77146.14,0,0.1276595744680851,13.042553191489361,1,0,0,0,1
7012,850,44,8,0.0,2,1,1,183617.32,0,0.18181818181818182,19.318181818181817,0,0,1,0,1
3824,667,44,2,122806.95,1,0,0,15120.86,0,0.045454545454545456,15.159090909090908,1,0,0,0,1
8977,631,31,2,88161.85,2,1,0,127630.88,0,0.06451612903225806,20.35483870967742,0,0,1,1,0
2652,601,38,0,0.0,2,1,0,165196.65,0,0.0,15.81578947368421,1,0,0,1,0
9107,655,38,9,0.0,1,0,1,90490.33,0,0.23684210526315788,17.236842105263158,0,0,1,0,1
3743,655,32,6,130935.56,1,1,0,9241.83,1,0.1875,20.46875,0,1,0,1,0
2176,699,35,2,167455.66,2,1,1,55324.49,0,0.05714285714285714,19.97142857142857,0,0,1,0,1
9906,579,38,4,175739.36,1,1,1,193130.55,0,0.10526315789473684,15.236842105263158,1,0,0,1,0
9263,542,31,3,0.0,2,1,1,115217.59,0,0.0967741935483871,17.483870967741936,1,0,0,1,0
3318,629,40,6,0.0,2,1,1,139356.3,0,0.15,15.725,1,0,0,1,0
6343,627,55,6,0.0,1,0,0,91943.94,1,0.10909090909090909,11.4,0,0,1,1,0
2787,805,46,6,118022.06,3,1,0,162643.15,1,0.13043478260869565,17.5,1,0,0,0,1
4105,815,28,6,0.0,2,0,1,185547.71,0,0.21428571428571427,29.107142857142858,0,0,1,0,1
6355,618,41,4,115251.64,1,0,0,136435.75,0,0.0975609756097561,15.073170731707316,0,0,1,0,1
1676,812,44,8,0.0,3,1,0,66926.83,1,0.18181818181818182,18.454545454545453,0,0,1,1,0
3947,682,61,10,73688.2,1,1,1,172141.33,0,0.16393442622950818,11.180327868852459,1,0,0,0,1
4444,489,31,7,139395.08,1,0,1,6120.84,0,0.22580645161290322,15.774193548387096,1,0,0,1,0
2936,599,44,10,118577.24,1,1,1,31448.52,0,0.22727272727272727,13.613636363636363,1,0,0,0,1
9005,745,38,7,0.0,2,1,1,194230.82,0,0.18421052631578946,19.605263157894736,0,0,1,1,0
7766,643,35,2,0.0,2,0,0,67979.35,0,0.05714285714285714,18.37142857142857,0,0,1,0,1
5722,681,34,3,0.0,2,0,0,55816.2,0,0.08823529411764706,20.029411764705884,1,0,0,0,1
7441,721,54,5,0.0,2,1,1,4493.12,0,0.09259259259259259,13.351851851851851,1,0,0,0,1
2503,476,32,6,111871.93,1,0,0,112132.86,0,0.1875,14.875,1,0,0,1,0
8482,632,34,2,0.0,2,0,0,165385.55,0,0.058823529411764705,18.58823529411765,1,0,0,1,0
2369,648,54,7,118241.02,1,1,0,172586.89,1,0.12962962962962962,12.0,0,0,1,1,0
4967,621,40,8,174126.75,3,1,0,172490.78,1,0.2,15.525,0,1,0,0,1
5883,495,38,2,63093.01,1,1,1,47089.72,0,0.05263157894736842,13.026315789473685,1,0,0,1,0
2217,666,35,2,104832.49,1,1,0,175015.12,0,0.05714285714285714,19.02857142857143,0,0,1,0,1
5847,517,45,4,0.0,1,0,0,172674.36,1,0.08888888888888889,11.488888888888889,1,0,0,1,0
2218,733,31,9,102289.85,1,1,1,115441.66,0,0.2903225806451613,23.64516129032258,0,0,1,1,0
3326,637,50,4,126345.55,1,0,1,17323.0,1,0.08,12.74,0,1,0,0,1
6733,668,28,4,107141.27,1,1,0,193018.71,0,0.14285714285714285,23.857142857142858,1,0,0,0,1
3583,577,43,8,79757.21,1,1,0,135650.72,1,0.18604651162790697,13.418604651162791,0,0,1,0,1
9824,711,26,9,128793.63,1,1,0,19262.05,0,0.34615384615384615,27.346153846153847,0,1,0,0,1
3619,730,33,0,0.0,2,1,0,1474.79,0,0.0,22.12121212121212,1,0,0,0,1
7707,848,35,5,120046.74,2,1,0,84710.65,0,0.14285714285714285,24.228571428571428,0,0,1,0,1
6432,615,33,3,137657.25,2,1,1,171657.57,0,0.09090909090909091,18.636363636363637,0,1,0,1,0
3115,561,21,4,0.0,1,1,1,36942.35,0,0.19047619047619047,26.714285714285715,1,0,0,0,1
85,652,75,10,0.0,2,1,1,114675.75,0,0.13333333333333333,8.693333333333333,0,0,1,1,0
5973,672,37,5,153195.59,1,1,1,162763.01,0,0.13513513513513514,18.16216216216216,1,0,0,0,1
2801,498,29,8,127864.26,1,1,1,46677.9,0,0.27586206896551724,17.17241379310345,0,0,1,0,1
3671,646,52,6,111739.4,2,0,1,68367.18,0,0.11538461538461539,12.423076923076923,0,1,0,1,0
3667,525,33,4,131023.76,2,0,0,55072.93,0,0.12121212121212122,15.909090909090908,0,1,0,0,1
9794,685,23,5,164902.43,1,0,0,141152.28,0,0.21739130434782608,29.782608695652176,0,0,1,0,1
5158,587,55,9,0.0,1,1,0,64593.07,0,0.16363636363636364,10.672727272727272,1,0,0,0,1
5725,507,33,1,113452.66,1,0,0,142911.99,0,0.030303030303030304,15.363636363636363,1,0,0,1,0
4590,635,78,6,47536.4,1,1,1,119400.08,0,0.07692307692307693,8.14102564102564,1,0,0,1,0
2019,706,30,3,98415.37,1,1,1,110520.48,0,0.1,23.533333333333335,1,0,0,0,1
7831,749,42,2,56726.83,2,0,1,185543.35,0,0.047619047619047616,17.833333333333332,1,0,0,0,1
2525,505,34,10,104498.79,1,0,1,126451.14,0,0.29411764705882354,14.852941176470589,1,0,0,0,1
8286,632,28,7,155519.59,1,1,0,1843.24,0,0.25,22.571428571428573,0,0,1,0,1
9206,624,52,0,133723.43,1,0,0,4859.59,1,0.0,12.0,0,1,0,1,0
3212,611,35,10,0.0,1,1,1,23598.23,1,0.2857142857142857,17.457142857142856,1,0,0,0,1
519,707,58,6,89685.92,1,0,1,126471.13,0,0.10344827586206896,12.189655172413794,1,0,0,0,1
5366,670,42,5,49508.79,3,1,1,100324.01,0,0.11904761904761904,15.952380952380953,0,1,0,1,0
6762,639,37,5,98186.7,1,0,1,173386.95,0,0.13513513513513514,17.27027027027027,1,0,0,0,1
2895,621,47,7,107363.29,1,1,1,66799.28,0,0.14893617021276595,13.212765957446809,0,1,0,0,1
244,523,34,7,0.0,2,1,0,62030.06,0,0.20588235294117646,15.382352941176471,0,0,1,0,1
5930,826,30,5,0.0,2,0,1,157397.57,0,0.16666666666666666,27.533333333333335,1,0,0,1,0
4714,567,23,9,93522.2,1,0,1,81425.61,0,0.391304347826087,24.652173913043477,1,0,0,1,0
9567,724,29,4,0.0,1,1,0,8982.75,0,0.13793103448275862,24.96551724137931,1,0,0,0,1
3425,769,43,4,110182.54,2,1,1,87537.32,0,0.09302325581395349,17.88372093023256,0,1,0,0,1
6931,531,37,1,0.0,1,1,0,4606.97,0,0.02702702702702703,14.35135135135135,1,0,0,1,0
6720,609,26,7,0.0,2,1,0,98463.99,0,0.2692307692307692,23.423076923076923,1,0,0,0,1
7410,714,34,5,0.0,2,1,0,193040.32,0,0.14705882352941177,21.0,0,0,1,0,1
6177,731,37,3,116880.53,1,0,0,172718.35,1,0.08108108108108109,19.756756756756758,0,1,0,0,1
7250,604,28,6,0.0,2,1,1,69056.26,0,0.21428571428571427,21.571428571428573,0,0,1,1,0
5509,597,33,9,0.0,2,1,0,49374.82,0,0.2727272727272727,18.09090909090909,1,0,0,0,1
2001,661,27,3,0.0,2,1,1,76889.79,0,0.1111111111111111,24.48148148148148,1,0,0,1,0
885,521,25,7,0.0,2,1,1,157878.67,0,0.28,20.84,1,0,0,0,1
869,435,36,4,0.0,1,1,1,197015.2,0,0.1111111111111111,12.083333333333334,1,0,0,0,1
9688,850,68,5,169445.4,1,1,1,186335.07,0,0.07352941176470588,12.5,1,0,0,0,1
5720,507,46,6,92783.68,1,1,1,51424.29,0,0.13043478260869565,11.021739130434783,0,0,1,0,1
356,850,57,8,126776.3,2,1,1,132298.49,0,0.14035087719298245,14.912280701754385,0,0,1,1,0
9907,481,28,10,0.0,2,1,0,145215.96,0,0.35714285714285715,17.178571428571427,1,0,0,1,0
5451,663,43,4,87624.03,2,1,0,149401.33,0,0.09302325581395349,15.418604651162791,1,0,0,0,1
8193,592,66,5,149950.19,1,1,1,76267.59,0,0.07575757575757576,8.969696969696969,1,0,0,1,0
6438,679,44,3,118742.74,2,1,0,1568.91,0,0.06818181818181818,15.431818181818182,1,0,0,1,0
7704,786,34,9,0.0,2,1,0,117034.32,0,0.2647058823529412,23.11764705882353,0,0,1,1,0
1275,719,32,9,146605.27,1,1,1,77119.45,0,0.28125,22.46875,1,0,0,0,1
1890,731,33,4,0.0,2,1,1,74945.11,0,0.12121212121212122,22.151515151515152,1,0,0,0,1
8686,606,71,8,0.0,2,1,1,169741.96,0,0.11267605633802817,8.535211267605634,1,0,0,1,0
6568,724,54,8,172192.49,1,1,1,136902.01,0,0.14814814814814814,13.407407407407407,0,1,0,0,1
9623,573,47,8,154543.98,1,1,0,29586.73,0,0.1702127659574468,12.191489361702128,1,0,0,1,0
3563,491,61,8,0.0,2,0,1,139861.53,0,0.13114754098360656,8.049180327868852,0,0,1,1,0
5787,729,26,4,97268.1,2,1,0,39356.38,0,0.15384615384615385,28.03846153846154,0,1,0,0,1
4958,655,37,6,109093.41,2,1,0,1775.52,0,0.16216216216216217,17.7027027027027,1,0,0,0,1
1546,701,48,1,92072.68,1,1,1,133992.36,0,0.020833333333333332,14.604166666666666,0,1,0,1,0
2380,841,34,4,0.0,2,1,0,141582.66,0,0.11764705882352941,24.735294117647058,1,0,0,0,1
3823,627,31,8,128131.73,1,1,0,96131.47,0,0.25806451612903225,20.225806451612904,1,0,0,0,1
3232,559,34,5,68999.66,2,1,1,66879.27,0,0.14705882352941177,16.441176470588236,1,0,0,1,0
8399,543,34,8,0.0,2,0,1,145601.8,0,0.23529411764705882,15.970588235294118,1,0,0,1,0
3306,654,40,3,0.0,2,1,0,167889.1,0,0.075,16.35,1,0,0,1,0
492,639,38,4,81550.94,2,0,1,118974.77,0,0.10526315789473684,16.81578947368421,1,0,0,1,0
3499,617,74,10,0.0,2,1,1,53949.98,0,0.13513513513513514,8.337837837837839,1,0,0,0,1
6664,703,42,7,0.0,2,0,1,72500.68,0,0.16666666666666666,16.738095238095237,1,0,0,1,0
1116,519,42,8,0.0,2,1,1,101485.72,0,0.19047619047619047,12.357142857142858,1,0,0,0,1
5637,549,29,8,0.0,2,1,1,189558.44,0,0.27586206896551724,18.93103448275862,1,0,0,1,0
8774,452,33,6,131698.57,2,1,0,151623.91,0,0.18181818181818182,13.696969696969697,1,0,0,1,0
6146,738,33,3,122134.4,2,0,1,27867.59,0,0.09090909090909091,22.363636363636363,0,0,1,1,0
9867,787,32,4,0.0,2,1,1,13238.93,0,0.125,24.59375,1,0,0,0,1
8775,807,37,10,130110.45,2,0,1,172097.95,0,0.2702702702702703,21.81081081081081,0,1,0,0,1
6707,607,39,8,105103.33,1,1,0,104721.5,1,0.20512820512820512,15.564102564102564,0,1,0,1,0
9948,724,53,1,139687.66,2,1,1,12913.92,0,0.018867924528301886,13.660377358490566,0,1,0,1,0
7965,625,51,4,124620.01,2,1,0,92243.94,1,0.0784313725490196,12.254901960784315,1,0,0,1,0
3645,788,55,3,0.0,1,0,1,13288.46,1,0.05454545454545454,14.327272727272728,1,0,0,0,1
2500,711,38,10,0.0,2,0,0,53311.78,0,0.2631578947368421,18.710526315789473,1,0,0,0,1
5677,655,32,9,113447.01,1,1,0,82084.3,0,0.28125,20.46875,0,1,0,0,1
5241,574,41,1,0.0,2,0,0,70550.0,0,0.024390243902439025,14.0,1,0,0,0,1
6518,521,49,4,82940.25,2,0,0,62413.01,1,0.08163265306122448,10.63265306122449,0,0,1,1,0
2783,597,33,6,135703.59,2,0,0,74850.84,0,0.18181818181818182,18.09090909090909,1,0,0,1,0
6158,671,31,0,116234.61,1,1,0,172096.08,0,0.0,21.64516129032258,1,0,0,0,1
3809,664,35,1,115024.5,1,0,1,169665.79,0,0.02857142857142857,18.97142857142857,0,0,1,0,1
9428,737,70,9,87542.89,2,1,1,42576.86,0,0.12857142857142856,10.528571428571428,1,0,0,1,0
9524,850,38,5,146756.68,1,1,0,78268.61,0,0.13157894736842105,22.36842105263158,0,1,0,0,1
8599,633,35,3,0.0,2,1,1,36249.76,0,0.08571428571428572,18.085714285714285,1,0,0,0,1
1696,814,44,8,95488.82,2,0,0,107013.59,0,0.18181818181818182,18.5,0,1,0,0,1
5685,705,47,3,63488.7,1,0,1,28640.92,1,0.06382978723404255,15.0,0,0,1,1,0
8367,499,60,7,76961.6,2,1,1,83643.87,0,0.11666666666666667,8.316666666666666,1,0,0,0,1
5939,766,30,4,127786.28,2,1,1,28879.3,0,0.13333333333333333,25.533333333333335,0,1,0,0,1
2052,689,26,4,120727.97,1,0,1,149073.88,0,0.15384615384615385,26.5,0,1,0,0,1
1776,622,38,5,0.0,2,0,0,105295.77,0,0.13157894736842105,16.36842105263158,1,0,0,0,1
6560,577,32,1,0.0,2,1,0,9902.39,0,0.03125,18.03125,1,0,0,1,0
3313,684,54,6,0.0,2,1,1,94888.6,0,0.1111111111111111,12.666666666666666,1,0,0,0,1
4781,850,53,7,65407.16,2,0,0,182633.63,1,0.1320754716981132,16.037735849056602,0,0,1,1,0
8538,731,33,5,137388.01,2,1,0,165000.68,0,0.15151515151515152,22.151515151515152,0,0,1,1,0
6781,850,42,3,0.0,2,1,1,176883.42,0,0.07142857142857142,20.238095238095237,1,0,0,1,0
1592,521,29,3,60280.62,1,1,0,154271.41,0,0.10344827586206896,17.96551724137931,0,0,1,0,1
1723,630,42,6,0.0,2,1,0,162697.93,0,0.14285714285714285,15.0,1,0,0,0,1
215,668,47,7,106854.21,1,0,1,157959.02,1,0.14893617021276595,14.212765957446809,0,1,0,0,1
6326,555,31,8,145875.74,1,1,0,137491.23,0,0.25806451612903225,17.903225806451612,1,0,0,0,1
8256,671,58,1,178713.98,1,1,1,21768.21,0,0.017241379310344827,11.568965517241379,0,0,1,0,1
490,591,29,1,97541.24,1,1,1,196356.17,0,0.034482758620689655,20.379310344827587,0,0,1,0,1
9133,705,36,1,111629.29,1,1,1,21807.16,0,0.027777777777777776,19.583333333333332,0,0,1,0,1
3483,499,39,6,0.0,2,1,1,81409.0,0,0.15384615384615385,12.794871794871796,0,0,1,0,1
5102,662,20,9,104508.77,2,0,0,73107.53,0,0.45,33.1,0,0,1,0,1
5187,683,30,2,0.0,2,0,1,100496.84,1,0.06666666666666667,22.766666666666666,1,0,0,1,0
3431,468,36,3,61636.97,1,0,0,107787.42,0,0.08333333333333333,13.0,1,0,0,0,1
9198,499,28,4,141792.61,1,1,1,22001.91,0,0.14285714285714285,17.821428571428573,1,0,0,1,0
7710,506,40,3,0.0,1,1,1,144345.58,0,0.075,12.65,1,0,0,1,0
5513,708,33,8,0.0,2,0,1,15246.83,0,0.24242424242424243,21.454545454545453,1,0,0,1,0
25,577,25,3,0.0,2,0,1,124508.29,0,0.12,23.08,1,0,0,0,1
3512,806,18,3,0.0,2,1,1,86994.54,0,0.16666666666666666,44.77777777777778,0,0,1,0,1
2409,654,37,2,145610.07,2,0,0,186300.59,0,0.05405405405405406,17.675675675675677,0,1,0,0,1
3270,850,33,7,118004.26,1,1,0,183983.82,0,0.21212121212121213,25.757575757575758,1,0,0,1,0
5209,702,38,2,0.0,1,1,1,161888.63,0,0.05263157894736842,18.473684210526315,0,0,1,1,0
8711,516,65,9,102541.1,1,1,0,181490.42,0,0.13846153846153847,7.938461538461539,0,0,1,1,0
1552,780,34,1,0.0,1,1,1,64804.04,0,0.029411764705882353,22.941176470588236,1,0,0,0,1
9197,557,34,3,83074.0,1,1,0,132673.22,0,0.08823529411764706,16.38235294117647,1,0,0,0,1
8621,568,33,7,0.0,2,1,0,143450.61,0,0.21212121212121213,17.21212121212121,1,0,0,0,1
3871,570,21,7,116099.82,1,1,1,148087.62,0,0.3333333333333333,27.142857142857142,0,0,1,0,1
3402,690,26,5,157624.84,1,1,1,49599.27,0,0.19230769230769232,26.53846153846154,1,0,0,1,0
4529,664,44,8,142989.69,1,1,1,115452.51,1,0.18181818181818182,15.090909090909092,1,0,0,1,0
979,550,46,7,0.0,2,1,0,130590.35,0,0.15217391304347827,11.956521739130435,1,0,0,1,0
2655,850,53,2,94078.97,2,1,0,36980.54,0,0.03773584905660377,16.037735849056602,0,1,0,0,1
1847,590,37,0,64345.21,1,0,1,61759.33,1,0.0,15.945945945945946,0,0,1,1,0
7964,564,30,0,100954.88,2,0,0,134175.15,0,0.0,18.8,0,1,0,1,0
8240,790,50,8,121438.58,1,1,1,176471.78,1,0.16,15.8,0,1,0,0,1
7145,683,30,4,114779.35,1,0,0,183171.47,0,0.13333333333333333,22.766666666666666,1,0,0,0,1
7299,661,51,6,146606.6,1,1,1,68021.9,0,0.11764705882352941,12.96078431372549,1,0,0,0,1
5721,696,49,5,97036.22,2,1,0,152450.84,1,0.10204081632653061,14.204081632653061,0,1,0,0,1
515,793,38,9,0.0,2,1,0,88225.02,0,0.23684210526315788,20.86842105263158,0,0,1,0,1
8745,663,28,8,61274.7,2,1,0,136054.45,0,0.2857142857142857,23.678571428571427,0,0,1,1,0
8297,584,35,2,114321.28,2,0,0,15959.01,0,0.05714285714285714,16.685714285714287,1,0,0,1,0
1102,432,38,7,0.0,2,1,0,150580.88,0,0.18421052631578946,11.368421052631579,0,0,1,0,1
3276,794,54,1,75900.84,1,1,1,192154.66,0,0.018518518518518517,14.703703703703704,0,1,0,1,0
7217,553,41,1,0.0,2,1,0,90607.31,0,0.024390243902439025,13.487804878048781,1,0,0,0,1
7389,667,34,5,0.0,2,1,0,163830.64,0,0.14705882352941177,19.61764705882353,0,0,1,1,0
9077,730,36,8,148749.29,2,1,0,91830.75,0,0.2222222222222222,20.27777777777778,1,0,0,1,0
8337,534,41,9,0.0,2,1,0,13871.34,0,0.21951219512195122,13.024390243902438,1,0,0,0,1
3996,604,30,5,0.0,2,1,0,75786.55,0,0.16666666666666666,20.133333333333333,1,0,0,0,1
194,580,29,9,61710.44,2,1,0,128077.8,0,0.3103448275862069,20.0,0,0,1,0,1
4711,754,39,3,74896.33,1,0,0,34430.16,0,0.07692307692307693,19.333333333333332,1,0,0,0,1
643,660,39,5,135134.99,1,1,0,173683.0,1,0.1282051282051282,16.923076923076923,0,1,0,1,0
9089,608,34,4,88772.87,1,1,1,168822.01,0,0.11764705882352941,17.88235294117647,1,0,0,1,0
3285,735,43,9,98807.45,1,0,0,184570.04,1,0.20930232558139536,17.093023255813954,0,1,0,1,0
3116,753,39,7,155062.8,1,1,1,16460.77,0,0.1794871794871795,19.307692307692307,1,0,0,1,0
6476,739,40,4,0.0,2,0,0,173321.65,0,0.1,18.475,1,0,0,0,1
3575,640,66,9,116037.76,1,0,1,184636.05,0,0.13636363636363635,9.696969696969697,1,0,0,1,0
9023,663,28,4,0.0,2,1,1,123969.64,0,0.14285714285714285,23.678571428571427,1,0,0,0,1
4320,701,36,7,95448.32,2,1,0,189085.07,0,0.19444444444444445,19.47222222222222,0,1,0,0,1
9992,726,36,2,0.0,1,1,0,195192.4,0,0.05555555555555555,20.166666666666668,0,0,1,0,1
2207,456,33,1,188285.68,1,0,0,58363.94,0,0.030303030303030304,13.818181818181818,1,0,0,1,0
4552,610,25,2,0.0,2,1,0,123723.83,0,0.08,24.4,1,0,0,1,0
7316,793,54,2,128966.13,1,0,0,18633.4,1,0.037037037037037035,14.685185185185185,0,1,0,0,1
3718,568,30,8,73054.37,2,1,1,27012.0,0,0.26666666666666666,18.933333333333334,1,0,0,0,1
972,635,43,5,78992.75,2,0,0,153265.31,0,0.11627906976744186,14.767441860465116,0,1,0,0,1
4579,534,52,1,0.0,3,1,1,104035.41,1,0.019230769230769232,10.26923076923077,1,0,0,0,1
719,621,43,5,0.0,1,1,1,47578.45,0,0.11627906976744186,14.44186046511628,1,0,0,1,0
9017,830,40,8,77701.64,1,0,1,19512.38,0,0.2,20.75,0,1,0,1,0
6155,759,26,4,0.0,2,1,0,135394.62,0,0.15384615384615385,29.192307692307693,1,0,0,0,1
9430,753,33,5,122568.05,2,1,1,82820.85,0,0.15151515151515152,22.818181818181817,1,0,0,0,1
3896,741,21,9,0.0,2,0,1,139259.54,0,0.42857142857142855,35.285714285714285,1,0,0,1,0
2803,705,43,7,79974.55,1,1,1,103108.33,0,0.16279069767441862,16.3953488372093,0,1,0,1,0
2566,660,29,6,180520.29,1,1,1,123850.58,0,0.20689655172413793,22.75862068965517,0,1,0,1,0
4025,660,63,8,137841.53,1,1,1,42790.29,0,0.12698412698412698,10.476190476190476,1,0,0,0,1
6198,573,31,0,134644.19,1,1,1,70381.49,0,0.0,18.483870967741936,0,1,0,0,1
32,553,41,9,110112.54,2,0,0,81898.81,0,0.21951219512195122,13.487804878048781,0,1,0,0,1
8307,618,30,3,133844.22,1,1,1,31406.93,0,0.1,20.6,1,0,0,0,1
8831,599,41,2,91328.71,1,1,0,115724.78,0,0.04878048780487805,14.609756097560975,1,0,0,1,0
9818,558,31,7,0.0,1,1,0,198269.08,0,0.22580645161290322,18.0,1,0,0,0,1
