,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,TenureByAge,CreditScoreByAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
3597,796,40,1,99745.95,1,1,0,177524.19,0,0.025,19.9,0,1,0,1,0
9038,803,50,8,98173.02,1,0,0,22457.25,1,0.16,16.06,0,1,0,1,0
8001,707,32,9,0.0,2,1,0,126475.79,0,0.28125,22.09375,0,0,1,0,1
590,713,38,7,144606.22,1,1,1,56594.36,1,0.18421052631578946,18.763157894736842,0,1,0,1,0
647,578,38,7,82259.29,1,1,0,8996.97,0,0.18421052631578946,15.210526315789474,1,0,0,0,1
9102,445,61,2,137655.31,1,0,1,29909.84,0,0.03278688524590164,7.295081967213115,0,1,0,1,0
8015,638,26,1,105249.76,2,1,1,23491.09,0,0.038461538461538464,24.53846153846154,0,1,0,1,0
3771,477,34,8,139959.55,2,1,1,189875.83,0,0.23529411764705882,14.029411764705882,0,1,0,0,1
9039,545,44,1,0.0,2,1,1,82614.89,0,0.022727272727272728,12.386363636363637,0,0,1,1,0
5082,724,41,4,142880.28,3,0,0,185541.2,1,0.0975609756097561,17.658536585365855,0,0,1,1,0
7882,850,45,1,121874.89,1,0,0,6865.41,1,0.022222222222222223,18.88888888888889,0,1,0,1,0
9362,684,35,3,137179.39,1,1,1,37264.11,0,0.08571428571428572,19.542857142857144,1,0,0,0,1
4210,437,28,2,109161.25,1,1,0,152987.42,0,0.07142857142857142,15.607142857142858,0,0,1,0,1
8834,657,34,3,107136.6,1,1,0,153895.46,0,0.08823529411764706,19.323529411764707,1,0,0,0,1
8699,841,32,2,117070.21,1,1,0,113482.2,0,0.0625,26.28125,0,1,0,0,1
1795,683,35,5,95698.79,1,0,1,182566.76,0,0.14285714285714285,19.514285714285716,0,1,0,1,0
2586,691,50,6,136953.47,1,1,1,2704.98,0,0.12,13.82,1,0,0,0,1
8355,504,44,4,113522.64,1,1,1,12405.2,0,0.09090909090909091,11.454545454545455,0,0,1,0,1
2316,649,50,5,155393.32,1,1,1,87351.42,1,0.1,12.98,0,1,0,1,0
4185,675,35,8,0.0,2,1,0,29062.25,0,0.22857142857142856,19.285714285714285,0,0,1,0,1
8827,638,41,7,0.0,2,1,0,43889.41,0,0.17073170731707318,15.560975609756097,0,0,1,0,1
7072,686,37,9,134560.62,1,1,0,27596.39,0,0.24324324324324326,18.54054054054054,1,0,0,0,1
5234,678,41,1,143443.61,1,1,0,196622.28,1,0.024390243902439025,16.536585365853657,1,0,0,1,0
8743,450,25,9,74237.2,2,0,1,195463.35,0,0.36,18.0,0,0,1,0,1
8670,705,55,8,0.0,2,1,1,14392.68,0,0.14545454545454545,12.818181818181818,1,0,0,1,0
4768,599,31,3,0.0,1,1,1,130086.47,1,0.0967741935483871,19.322580645161292,0,0,1,1,0
9972,758,26,4,155739.76,1,1,0,171552.02,0,0.15384615384615385,29.153846153846153,1,0,0,0,1
7144,554,55,0,108477.27,1,0,1,140003.0,1,0.0,10.072727272727272,0,1,0,1,0
2913,787,40,6,0.0,2,1,1,84151.98,0,0.15,19.675,1,0,0,1,0
9871,633,34,3,123034.43,2,1,1,38315.04,0,0.08823529411764706,18.61764705882353,1,0,0,1,0
9893,764,40,9,100480.53,1,1,0,124095.69,0,0.225,19.1,1,0,0,1,0
2075,710,45,9,108231.37,1,1,1,188574.08,0,0.2,15.777777777777779,0,1,0,0,1
4302,544,44,2,108895.93,1,0,0,69228.2,1,0.045454545454545456,12.363636363636363,0,1,0,0,1
5822,624,35,2,0.0,2,1,0,87310.59,0,0.05714285714285714,17.82857142857143,0,0,1,0,1
2149,836,57,4,101247.06,1,1,0,37141.62,1,0.07017543859649122,14.666666666666666,0,0,1,0,1
144,691,31,5,40915.55,1,1,0,126213.84,1,0.16129032258064516,22.29032258064516,1,0,0,1,0
4963,515,40,0,109542.29,1,1,1,166370.81,0,0.0,12.875,1,0,0,0,1
8159,461,25,6,0.0,2,1,1,15306.29,0,0.24,18.44,0,0,1,1,0
9030,577,51,2,108867.0,1,0,0,140800.66,1,0.0392156862745098,11.313725490196079,0,0,1,0,1
4775,526,35,5,0.0,2,1,1,105618.14,0,0.14285714285714285,15.028571428571428,0,0,1,0,1
8933,631,32,10,0.0,2,0,1,196342.66,0,0.3125,19.71875,1,0,0,0,1
7749,785,38,1,0.0,1,1,0,134964.85,1,0.02631578947368421,20.657894736842106,1,0,0,1,0
9828,576,39,1,0.0,2,1,1,68814.23,0,0.02564102564102564,14.76923076923077,1,0,0,0,1
9214,629,39,10,0.0,2,1,1,43174.49,1,0.2564102564102564,16.128205128205128,1,0,0,1,0
6060,754,39,7,157691.98,2,1,0,133600.89,1,0.1794871794871795,19.333333333333332,0,0,1,0,1
9475,616,46,2,0.0,2,1,0,137136.46,0,0.043478260869565216,13.391304347826088,1,0,0,0,1
6409,683,33,9,0.0,2,1,1,38784.42,0,0.2727272727272727,20.696969696969695,1,0,0,1,0
3317,779,71,3,0.0,2,1,1,146895.36,1,0.04225352112676056,10.971830985915492,1,0,0,0,1
7464,768,37,9,108308.11,1,1,0,41788.25,1,0.24324324324324326,20.756756756756758,0,1,0,0,1
3061,584,33,3,88311.48,2,1,1,177651.38,0,0.09090909090909091,17.696969696969695,0,1,0,0,1
1355,734,39,6,0.0,1,1,1,95135.27,0,0.15384615384615385,18.82051282051282,0,0,1,0,1
4514,669,38,8,0.0,2,1,0,84049.16,0,0.21052631578947367,17.605263157894736,1,0,0,1,0
5505,534,53,7,0.0,2,1,1,80619.17,0,0.1320754716981132,10.075471698113208,1,0,0,1,0
5250,462,24,9,69881.09,2,0,1,64421.02,0,0.375,19.25,0,1,0,1,0
4511,634,45,2,0.0,4,1,0,101039.53,1,0.044444444444444446,14.088888888888889,1,0,0,1,0
1730,850,20,7,0.0,2,1,0,31288.77,0,0.35,42.5,1,0,0,0,1
1758,642,30,5,129753.69,1,1,0,582.53,0,0.16666666666666666,21.4,0,1,0,1,0
6650,758,41,10,79857.64,1,1,1,78088.17,0,0.24390243902439024,18.48780487804878,0,1,0,0,1
6646,685,42,2,0.0,2,0,0,199992.48,0,0.047619047619047616,16.30952380952381,0,0,1,1,0
9860,775,30,10,191091.74,2,1,1,96170.38,0,0.3333333333333333,25.833333333333332,1,0,0,1,0
4139,564,40,7,108407.34,1,1,1,83681.2,0,0.175,14.1,0,1,0,0,1
9393,670,43,9,111677.88,1,1,0,178827.3,1,0.20930232558139536,15.581395348837209,0,1,0,0,1
5123,832,29,8,93833.86,1,0,1,10417.87,0,0.27586206896551724,28.689655172413794,0,0,1,0,1
0,619,42,2,0.0,1,1,1,101348.88,1,0.047619047619047616,14.738095238095237,1,0,0,1,0
1864,607,45,7,123859.6,1,0,1,113051.57,0,0.15555555555555556,13.488888888888889,1,0,0,0,1
543,721,51,0,169312.13,1,1,0,109078.35,1,0.0,14.137254901960784,0,0,1,0,1
349,582,39,5,0.0,2,1,1,129892.93,0,0.1282051282051282,14.923076923076923,1,0,0,0,1
6906,688,46,3,0.0,2,0,1,104902.68,0,0.06521739130434782,14.956521739130435,0,0,1,1,0
9765,445,64,2,136770.67,1,0,1,43678.06,0,0.03125,6.953125,1,0,0,0,1
2523,756,24,1,0.0,2,1,0,184182.25,0,0.041666666666666664,31.5,1,0,0,1,0
3464,697,37,7,168066.87,1,1,0,35450.53,0,0.1891891891891892,18.83783783783784,0,0,1,1,0
457,711,38,3,0.0,2,1,0,68487.51,0,0.07894736842105263,18.710526315789473,1,0,0,0,1
3023,618,39,2,91068.56,1,1,0,26578.69,0,0.05128205128205128,15.846153846153847,1,0,0,0,1
7261,726,53,1,113537.73,1,0,1,28367.21,0,0.018867924528301886,13.69811320754717,1,0,0,1,0
9515,639,38,9,130233.14,1,1,1,81861.1,0,0.23684210526315788,16.81578947368421,0,0,1,0,1
7872,639,46,10,110031.09,2,1,1,133995.59,0,0.21739130434782608,13.891304347826088,0,1,0,1,0
6625,657,41,6,112119.48,1,1,0,17536.82,0,0.14634146341463414,16.024390243902438,0,0,1,1,0
2534,717,35,5,103214.71,1,1,0,172172.7,0,0.14285714285714285,20.485714285714284,0,1,0,1,0
131,795,33,9,130862.43,1,1,1,114935.21,0,0.2727272727272727,24.09090909090909,0,1,0,1,0
3704,604,34,7,0.0,2,1,0,193021.49,0,0.20588235294117646,17.764705882352942,1,0,0,1,0
1372,489,38,8,0.0,2,0,1,196990.79,0,0.21052631578947367,12.868421052631579,1,0,0,0,1
6200,850,31,3,51293.47,1,0,0,35534.68,0,0.0967741935483871,27.419354838709676,0,1,0,1,0
4856,796,44,8,165326.2,1,1,1,57205.55,0,0.18181818181818182,18.09090909090909,1,0,0,0,1
4712,474,54,3,0.0,1,1,0,108409.17,1,0.05555555555555555,8.777777777777779,1,0,0,0,1
5544,507,42,6,0.0,2,1,0,34777.23,0,0.14285714285714285,12.071428571428571,1,0,0,0,1
1413,503,30,10,136622.55,2,0,0,47310.24,0,0.3333333333333333,16.766666666666666,0,1,0,0,1
4113,667,33,4,0.0,2,1,1,131834.75,0,0.12121212121212122,20.21212121212121,1,0,0,0,1
655,498,25,8,121702.73,1,1,1,132210.49,0,0.32,19.92,0,1,0,0,1
8137,410,33,6,125789.69,1,0,0,66333.56,1,0.18181818181818182,12.424242424242424,1,0,0,0,1
4098,637,32,5,0.0,1,0,0,148769.08,0,0.15625,19.90625,1,0,0,0,1
592,666,34,9,115897.12,1,1,1,25095.03,0,0.2647058823529412,19.58823529411765,1,0,0,1,0
8708,778,48,3,102290.56,2,1,0,182691.31,0,0.0625,16.208333333333332,0,1,0,1,0
3123,642,30,8,80964.57,2,1,0,174738.2,0,0.26666666666666666,21.4,1,0,0,0,1
3047,784,48,7,0.0,2,1,1,182609.97,0,0.14583333333333334,16.333333333333332,0,0,1,0,1
3887,653,46,5,0.0,2,1,0,49707.85,0,0.10869565217391304,14.195652173913043,1,0,0,1,0
5735,585,44,4,0.0,2,0,1,101728.46,0,0.09090909090909091,13.295454545454545,0,0,1,1,0
2184,652,40,1,0.0,2,1,0,126554.96,0,0.025,16.3,1,0,0,1,0
2145,633,33,4,137847.41,2,1,0,98349.13,0,0.12121212121212122,19.181818181818183,0,0,1,0,1
7047,785,31,2,121691.54,2,0,0,81778.72,0,0.06451612903225806,25.322580645161292,0,0,1,1,0
3105,678,28,4,0.0,2,1,1,144423.17,1,0.14285714285714285,24.214285714285715,1,0,0,1,0
9233,543,31,4,138317.94,1,0,0,61843.73,0,0.12903225806451613,17.516129032258064,1,0,0,1,0
9096,569,37,9,178755.84,1,1,0,199929.17,0,0.24324324324324326,15.378378378378379,1,0,0,0,1
2769,580,38,1,128218.47,1,1,0,125953.83,1,0.02631578947368421,15.263157894736842,0,1,0,1,0
5221,584,29,4,0.0,2,1,0,88866.92,0,0.13793103448275862,20.137931034482758,0,0,1,1,0
5833,656,49,9,97092.87,1,1,0,74771.22,1,0.1836734693877551,13.387755102040817,0,1,0,1,0
1732,735,49,5,121973.28,1,1,0,148804.36,0,0.10204081632653061,15.0,1,0,0,0,1
265,531,36,9,99240.51,1,1,0,123137.01,0,0.25,14.75,0,0,1,1,0
5144,485,25,3,134467.26,1,1,1,113266.09,0,0.12,19.4,1,0,0,1,0
8267,654,38,8,0.0,2,1,0,88659.44,0,0.21052631578947367,17.210526315789473,1,0,0,0,1
3937,761,26,1,0.0,2,1,1,199409.19,0,0.038461538461538464,29.26923076923077,1,0,0,1,0
761,693,35,5,124151.09,1,1,0,88705.14,1,0.14285714285714285,19.8,1,0,0,1,0
7220,718,40,9,0.0,2,0,0,121537.91,0,0.225,17.95,0,0,1,0,1
8439,670,22,2,114991.45,1,1,1,37392.56,0,0.09090909090909091,30.454545454545453,1,0,0,0,1
3257,707,58,3,102346.86,1,1,1,114672.64,0,0.05172413793103448,12.189655172413794,1,0,0,1,0
4338,714,25,2,0.0,1,1,1,132979.43,0,0.08,28.56,0,0,1,0,1
4362,571,22,3,108117.1,1,0,1,53328.7,0,0.13636363636363635,25.954545454545453,0,0,1,1,0
316,559,49,2,147069.78,1,1,0,120540.83,1,0.04081632653061224,11.408163265306122,1,0,0,0,1
8069,617,44,9,49157.09,2,1,0,53294.17,0,0.20454545454545456,14.022727272727273,0,1,0,0,1
1851,799,52,4,161209.66,1,1,1,89081.41,0,0.07692307692307693,15.365384615384615,1,0,0,1,0
2484,850,39,6,96863.13,1,1,1,121681.19,0,0.15384615384615385,21.794871794871796,1,0,0,0,1
9873,724,33,9,119278.44,1,1,1,197148.24,0,0.2727272727272727,21.939393939393938,0,1,0,1,0
9574,554,37,3,0.0,2,1,0,166177.3,0,0.08108108108108109,14.972972972972974,0,0,1,0,1
1078,677,41,8,146720.98,2,1,1,4195.84,0,0.1951219512195122,16.51219512195122,0,1,0,1,0
8358,675,40,8,79035.95,1,1,0,142783.98,1,0.2,16.875,0,0,1,1,0
7333,699,43,2,136487.86,2,1,0,82815.93,0,0.046511627906976744,16.25581395348837,0,0,1,0,1
1071,695,52,8,103023.26,1,1,1,22485.64,0,0.15384615384615385,13.365384615384615,0,1,0,0,1
103,528,36,7,0.0,2,1,0,60536.56,0,0.19444444444444445,14.666666666666666,0,0,1,0,1
5748,645,45,8,85325.93,1,0,0,22558.74,0,0.17777777777777778,14.333333333333334,1,0,0,1,0
1418,521,40,9,134504.78,1,1,0,18082.06,0,0.225,13.025,0,1,0,1,0
1658,748,44,2,92911.52,1,0,1,85495.24,0,0.045454545454545456,17.0,1,0,0,0,1
5284,745,51,3,99183.9,1,1,1,28922.25,0,0.058823529411764705,14.607843137254902,0,1,0,0,1
1149,655,38,4,0.0,2,0,0,110527.71,0,0.10526315789473684,17.236842105263158,1,0,0,0,1
7150,699,32,4,110559.46,1,1,1,127429.56,0,0.125,21.84375,1,0,0,1,0
1568,676,40,8,114005.78,1,1,1,67998.45,0,0.2,16.9,1,0,0,0,1
1087,498,31,10,0.0,2,1,0,13892.57,0,0.3225806451612903,16.06451612903226,1,0,0,1,0
6085,482,45,7,156353.46,1,1,0,72643.95,1,0.15555555555555556,10.71111111111111,0,1,0,0,1
8674,529,67,8,103101.56,2,1,1,154002.02,1,0.11940298507462686,7.895522388059701,1,0,0,0,1
8341,516,31,3,0.0,2,1,0,124202.26,0,0.0967741935483871,16.64516129032258,0,0,1,1,0
7811,611,30,2,104145.65,1,0,0,159629.64,0,0.06666666666666667,20.366666666666667,1,0,0,0,1
6084,562,31,9,117153.0,1,1,1,108675.01,0,0.2903225806451613,18.129032258064516,0,1,0,1,0
8773,617,34,9,0.0,2,1,0,118749.58,0,0.2647058823529412,18.147058823529413,0,0,1,0,1
8757,678,44,2,98009.13,2,0,1,31384.86,0,0.045454545454545456,15.409090909090908,0,1,0,1,0
1692,602,23,7,113758.48,2,0,0,84077.6,0,0.30434782608695654,26.17391304347826,1,0,0,0,1
4734,590,54,4,0.0,2,1,1,93820.49,1,0.07407407407407407,10.925925925925926,1,0,0,1,0
3387,537,84,8,92242.34,1,1,1,186235.98,0,0.09523809523809523,6.392857142857143,0,1,0,0,1
3646,770,70,9,110738.89,1,1,0,22666.77,1,0.12857142857142856,11.0,1,0,0,1,0
1683,711,52,5,0.0,1,1,1,159808.95,0,0.09615384615384616,13.673076923076923,1,0,0,0,1
8,501,44,4,142051.07,2,0,1,74940.5,0,0.09090909090909091,11.386363636363637,1,0,0,0,1
6062,718,32,8,0.0,2,1,1,41399.33,0,0.25,22.4375,0,0,1,0,1
6516,607,32,7,0.0,3,0,1,10674.62,0,0.21875,18.96875,0,0,1,1,0
4123,652,38,1,103895.31,1,0,1,159649.44,0,0.02631578947368421,17.157894736842106,0,0,1,1,0
8729,646,48,8,169023.33,2,1,1,175657.55,0,0.16666666666666666,13.458333333333334,0,1,0,0,1
6045,549,37,1,130622.34,2,1,1,128499.94,0,0.02702702702702703,14.837837837837839,0,1,0,1,0
567,687,63,1,137715.66,1,1,1,37938.74,0,0.015873015873015872,10.904761904761905,0,0,1,1,0
9161,621,40,10,163823.37,1,0,0,89519.47,0,0.25,15.525,1,0,0,0,1
1803,577,26,1,180530.51,1,0,0,123454.62,0,0.038461538461538464,22.192307692307693,1,0,0,1,0
8501,678,29,6,0.0,2,1,0,64443.75,0,0.20689655172413793,23.379310344827587,0,0,1,0,1
4900,735,41,7,179904.0,1,1,1,137180.95,0,0.17073170731707318,17.926829268292682,1,0,0,0,1
1599,670,42,1,115961.58,2,0,1,29483.87,0,0.023809523809523808,15.952380952380953,1,0,0,1,0
7931,807,47,1,95120.59,1,0,0,127875.1,0,0.02127659574468085,17.170212765957448,1,0,0,0,1
9547,626,34,3,0.0,2,1,1,37870.29,0,0.08823529411764706,18.41176470588235,1,0,0,1,0
2823,668,59,5,120170.07,1,0,1,50454.8,0,0.0847457627118644,11.322033898305085,0,1,0,1,0
5467,573,33,1,160777.9,1,1,1,149536.15,0,0.030303030303030304,17.363636363636363,0,0,1,0,1
3529,623,24,5,0.0,2,1,0,116160.04,0,0.20833333333333334,25.958333333333332,1,0,0,1,0
8683,697,49,7,195238.29,4,0,1,131083.56,1,0.14285714285714285,14.224489795918368,1,0,0,1,0
1155,729,34,3,152303.8,1,1,0,12128.69,0,0.08823529411764706,21.441176470588236,1,0,0,0,1
6547,656,30,4,74323.2,1,1,1,22929.08,0,0.13333333333333333,21.866666666666667,1,0,0,1,0
9088,736,36,8,103914.17,1,1,1,110035.88,1,0.2222222222222222,20.444444444444443,0,1,0,1,0
7620,579,27,9,0.0,2,1,0,126838.7,0,0.3333333333333333,21.444444444444443,1,0,0,1,0
8296,692,34,7,0.0,2,1,0,195074.62,0,0.20588235294117646,20.352941176470587,1,0,0,1,0
4540,586,32,1,149814.54,1,1,0,31830.06,0,0.03125,18.3125,0,1,0,0,1
9134,481,40,3,0.0,1,1,1,32319.93,0,0.075,12.025,1,0,0,0,1
6482,850,32,4,156001.68,2,1,1,151677.31,0,0.125,26.5625,1,0,0,0,1
5826,509,29,0,107712.57,2,1,1,92898.17,0,0.0,17.551724137931036,0,1,0,1,0
1190,797,29,1,0.0,2,1,1,132975.39,0,0.034482758620689655,27.482758620689655,1,0,0,1,0
7444,742,29,4,0.0,2,1,1,180066.59,0,0.13793103448275862,25.586206896551722,1,0,0,1,0
8520,634,52,1,0.0,2,1,1,176913.42,0,0.019230769230769232,12.192307692307692,0,0,1,0,1
960,850,31,1,108822.4,1,1,1,132173.31,0,0.03225806451612903,27.419354838709676,0,1,0,1,0
7454,732,46,0,0.0,2,1,1,184350.78,0,0.0,15.91304347826087,1,0,0,0,1
36,490,31,3,145260.23,1,0,1,114066.77,0,0.0967741935483871,15.806451612903226,0,0,1,0,1
7516,644,40,8,93183.19,1,1,0,73882.49,0,0.2,16.1,1,0,0,0,1
7644,675,28,9,0.0,1,1,0,134110.93,0,0.32142857142857145,24.107142857142858,1,0,0,0,1
4438,672,68,0,126061.51,2,1,1,184936.77,0,0.0,9.882352941176471,0,1,0,0,1
6161,579,38,8,0.0,2,0,0,91763.67,0,0.21052631578947367,15.236842105263158,1,0,0,0,1
7744,739,36,0,0.0,2,0,0,133465.57,0,0.0,20.52777777777778,1,0,0,1,0
9587,719,76,10,95052.29,1,1,0,176244.87,0,0.13157894736842105,9.460526315789474,0,1,0,1,0
8119,704,31,5,132084.66,3,1,1,54474.48,1,0.16129032258064516,22.70967741935484,1,0,0,0,1
6967,466,26,9,105522.06,1,1,0,10842.46,0,0.34615384615384615,17.923076923076923,1,0,0,0,1
5718,648,37,7,0.0,2,1,0,194238.92,0,0.1891891891891892,17.513513513513512,1,0,0,1,0
577,755,30,4,123217.66,2,0,1,144183.1,0,0.13333333333333333,25.166666666666668,1,0,0,0,1
9833,699,41,1,200117.76,2,1,0,94142.35,0,0.024390243902439025,17.048780487804876,0,1,0,1,0
4102,662,33,3,0.0,2,0,1,68064.83,0,0.09090909090909091,20.060606060606062,0,0,1,0,1
7646,566,32,10,147511.26,1,1,1,159891.03,0,0.3125,17.6875,0,0,1,0,1
4151,627,44,6,153548.12,1,0,0,35300.08,1,0.13636363636363635,14.25,1,0,0,0,1
3130,795,56,5,0.0,1,1,0,35418.69,1,0.08928571428571429,14.196428571428571,0,0,1,1,0
4890,552,34,4,0.0,2,1,0,140286.69,0,0.11764705882352941,16.235294117647058,0,0,1,1,0
9975,610,50,1,113957.01,2,1,0,196526.55,1,0.02,12.2,0,1,0,0,1
7471,658,55,8,119327.93,1,0,1,119439.66,0,0.14545454545454545,11.963636363636363,0,1,0,1,0
1833,663,32,8,130627.66,1,1,0,47161.25,1,0.25,20.71875,0,1,0,0,1
9148,698,37,8,0.0,2,0,0,145004.39,0,0.21621621621621623,18.864864864864863,1,0,0,0,1
4891,765,34,5,86055.17,2,1,1,104220.5,0,0.14705882352941177,22.5,0,1,0,0,1
2287,556,26,4,0.0,1,1,0,195167.38,0,0.15384615384615385,21.384615384615383,1,0,0,0,1
1330,640,46,8,0.0,2,1,0,89043.19,0,0.17391304347826086,13.91304347826087,0,0,1,1,0
2771,714,28,7,77776.39,1,1,0,177737.07,0,0.25,25.5,0,1,0,0,1
3686,706,18,2,176139.5,2,1,0,129654.22,0,0.1111111111111111,39.22222222222222,1,0,0,0,1
8283,664,57,1,0.0,2,1,1,56562.57,0,0.017543859649122806,11.649122807017545,1,0,0,0,1
5928,578,36,8,129745.1,1,1,1,143683.75,0,0.2222222222222222,16.055555555555557,0,1,0,1,0
637,682,48,1,138778.15,1,0,1,168840.23,0,0.020833333333333332,14.208333333333334,1,0,0,0,1
47,637,39,9,137843.8,1,1,1,117622.8,1,0.23076923076923078,16.333333333333332,0,1,0,1,0
2602,594,28,0,142574.71,2,1,0,129084.82,0,0.0,21.214285714285715,0,1,0,0,1
1965,612,33,9,0.0,1,0,0,142797.5,1,0.2727272727272727,18.545454545454547,1,0,0,1,0
2168,705,56,2,143249.67,1,1,0,88428.41,1,0.03571428571428571,12.589285714285714,0,1,0,1,0
5049,784,38,10,122267.85,1,0,0,145759.93,0,0.2631578947368421,20.63157894736842,0,0,1,0,1
3334,671,27,5,0.0,2,0,0,120893.07,0,0.18518518518518517,24.85185185185185,1,0,0,0,1
3019,577,29,7,0.0,2,1,1,55473.15,0,0.2413793103448276,19.896551724137932,1,0,0,0,1
8764,773,51,8,116197.65,2,1,1,86701.4,0,0.1568627450980392,15.156862745098039,0,1,0,0,1
9176,573,35,9,0.0,2,1,0,11743.89,0,0.2571428571428571,16.37142857142857,1,0,0,0,1
1360,647,22,3,97975.82,2,0,1,62083.0,0,0.13636363636363635,29.40909090909091,0,1,0,1,0
5798,732,54,0,134249.7,1,0,1,13404.4,0,0.0,13.555555555555555,0,0,1,0,1
9400,639,31,3,98360.03,1,0,0,20973.8,0,0.0967741935483871,20.612903225806452,1,0,0,1,0
3251,850,43,0,108508.82,3,1,0,184044.8,1,0.0,19.767441860465116,0,1,0,0,1
6300,614,41,3,123475.04,1,1,1,179227.52,0,0.07317073170731707,14.975609756097562,1,0,0,1,0
2251,677,25,8,130866.19,1,1,0,42410.21,0,0.32,27.08,0,0,1,1,0
6027,850,44,3,140393.65,2,0,1,186285.52,0,0.06818181818181818,19.318181818181817,0,1,0,0,1
1175,719,39,5,0.0,2,1,0,145759.7,0,0.1282051282051282,18.435897435897434,0,0,1,0,1
8799,454,34,4,0.0,2,1,0,198817.72,0,0.11764705882352941,13.352941176470589,1,0,0,0,1
3279,652,37,7,0.0,2,1,0,68789.93,0,0.1891891891891892,17.62162162162162,0,0,1,0,1
2973,591,56,9,128882.49,1,1,1,196241.94,1,0.16071428571428573,10.553571428571429,1,0,0,1,0
3396,581,71,4,0.0,2,1,1,197562.08,0,0.056338028169014086,8.183098591549296,1,0,0,0,1
6939,570,43,9,0.0,2,0,1,11417.26,0,0.20930232558139536,13.255813953488373,1,0,0,1,0
965,663,42,5,124626.07,1,1,1,78004.5,0,0.11904761904761904,15.785714285714286,1,0,0,1,0
8574,717,59,4,0.0,2,1,1,170528.63,0,0.06779661016949153,12.152542372881356,1,0,0,1,0
742,635,29,7,105405.97,1,1,1,149853.89,0,0.2413793103448276,21.896551724137932,1,0,0,0,1
7514,699,64,9,113109.52,1,1,0,27980.8,1,0.140625,10.921875,1,0,0,0,1
3314,608,63,3,139529.93,2,1,1,175696.16,1,0.047619047619047616,9.65079365079365,0,0,1,1,0
4898,544,40,7,0.0,1,0,1,161076.92,0,0.175,13.6,1,0,0,1,0
9340,737,45,10,0.0,2,1,0,1364.54,0,0.2222222222222222,16.377777777777776,1,0,0,0,1
4672,756,23,1,112568.31,1,1,1,113408.11,0,0.043478260869565216,32.869565217391305,1,0,0,1,0
8618,656,41,6,101179.23,2,1,1,35230.61,0,0.14634146341463414,16.0,0,0,1,1,0
1217,505,29,3,145541.56,2,1,1,58019.95,0,0.10344827586206896,17.413793103448278,0,1,0,0,1
4397,659,39,8,52106.33,2,1,1,107964.36,0,0.20512820512820512,16.897435897435898,0,1,0,0,1
6080,659,42,2,0.0,1,0,0,162734.31,1,0.047619047619047616,15.69047619047619,0,0,1,1,0
2614,546,58,3,106458.31,4,1,0,128881.87,1,0.05172413793103448,9.413793103448276,0,1,0,1,0
2620,603,35,6,128993.76,2,1,0,130483.56,0,0.17142857142857143,17.228571428571428,1,0,0,0,1
8714,703,41,6,109941.51,1,1,0,116267.28,0,0.14634146341463414,17.146341463414632,1,0,0,1,0
7282,581,44,7,189318.16,2,1,0,45026.23,1,0.1590909090909091,13.204545454545455,0,0,1,1,0
3379,803,45,7,0.0,2,1,1,128378.04,0,0.15555555555555556,17.844444444444445,0,0,1,1,0
7301,767,33,1,144753.21,1,1,1,132480.75,0,0.030303030303030304,23.242424242424242,0,1,0,1,0
9857,716,39,1,70657.61,2,1,1,76476.05,0,0.02564102564102564,18.358974358974358,1,0,0,0,1
5605,619,58,5,152199.33,1,1,1,86022.09,0,0.08620689655172414,10.672413793103448,1,0,0,0,1
9813,590,29,10,99250.08,1,1,1,129629.41,0,0.3448275862068966,20.344827586206897,0,0,1,1,0
5786,588,40,5,0.0,2,0,0,100727.68,0,0.125,14.7,1,0,0,0,1
8518,599,50,3,121159.65,1,0,0,4033.39,1,0.06,11.98,1,0,0,0,1
6850,551,42,1,50194.59,1,1,1,23399.58,0,0.023809523809523808,13.119047619047619,1,0,0,0,1
1516,646,37,7,96558.66,1,0,0,163427.18,0,0.1891891891891892,17.45945945945946,1,0,0,1,0
5098,550,29,9,145294.08,2,1,0,147484.13,0,0.3103448275862069,18.96551724137931,0,1,0,0,1
7636,517,59,8,154110.99,2,1,0,101240.08,1,0.13559322033898305,8.76271186440678,0,1,0,1,0
9085,690,42,5,0.0,2,0,1,120512.08,0,0.11904761904761904,16.428571428571427,1,0,0,1,0
8023,664,36,1,0.0,2,1,1,95372.64,0,0.027777777777777776,18.444444444444443,1,0,0,0,1
2392,649,51,4,0.0,1,1,1,150390.57,0,0.0784313725490196,12.72549019607843,0,0,1,0,1
586,621,53,9,170491.84,1,1,0,35588.07,1,0.16981132075471697,11.716981132075471,0,0,1,0,1
3519,661,41,5,28082.95,1,1,0,69586.27,1,0.12195121951219512,16.121951219512194,0,0,1,1,0
7653,535,30,5,122924.75,1,0,0,62390.59,1,0.16666666666666666,17.833333333333332,0,0,1,1,0
8946,623,28,7,0.0,1,0,0,129526.57,0,0.25,22.25,1,0,0,0,1
850,646,46,1,170826.55,2,1,0,45041.32,0,0.021739130434782608,14.043478260869565,0,1,0,0,1
335,485,29,7,182123.79,1,1,0,116828.51,1,0.2413793103448276,16.724137931034484,1,0,0,0,1
6634,480,42,1,152160.21,2,1,0,101778.9,0,0.023809523809523808,11.428571428571429,1,0,0,1,0
8972,650,32,4,79450.09,1,1,1,118324.75,0,0.125,20.3125,0,0,1,1,0
